Protein IDs,Gene names,rim15KO_C_T00_R1,WT_C_T00_R1,rim15KO_C_T00_R3,WT_C_T00_R3,rim15KO_C_T06_R1,WT_C_T06_R1,rim15KO_C_T06_R3,WT_C_T06_R3,rim15KO_C_T16_R1,WT_C_T16_R1,rim15KO_C_T16_R3,WT_C_T16_R3,rim15KO_C_T30_R1,WT_C_T30_R1,rim15KO_C_T30_R3,WT_C_T30_R3,rim15KO_N_T06_R1,WT_N_T06_R1,rim15KO_N_T06_R3,WT_N_T06_R3,rim15KO_N_T16_R1,WT_N_T16_R1,rim15KO_N_T16_R3,WT_N_T16_R3,rim15KO_N_T30_R1,WT_N_T30_R1,rim15KO_N_T30_R3,WT_N_T30_R3,rim15KO_P_T06_R1,WT_P_T06_R1,rim15KO_P_T06_R3,WT_P_T06_R3,rim15KO_P_T16_R1,WT_P_T16_R1,rim15KO_P_T16_R3,WT_P_T16_R3,rim15KO_P_T30_R1,WT_P_T30_R1,rim15KO_P_T30_R3,WT_P_T30_R3,rim15KO_N_T00_R1,WT_N_T00_R1,rim15KO_N_T00_R3,WT_N_T00_R3,rim15KO_P_T00_R1,WT_P_T00_R1,rim15KO_P_T00_R3,WT_P_T00_R3,WT_C_T00_R2,rim15KO_C_T00_R2,WT_C_T06_R2,rim15KO_C_T06_R2,WT_C_T16_R2,rim15KO_C_T16_R2,WT_C_T30_R2,rim15KO_C_T30_R2,WT_N_T06_R2,rim15KO_N_T06_R2,WT_N_T16_R2,rim15KO_N_T16_R2,WT_N_T30_R2,rim15KO_N_T30_R2,WT_P_T06_R2,rim15KO_P_T06_R2,WT_P_T16_R2,rim15KO_P_T16_R2,WT_P_T30_R2,rim15KO_P_T30_R2,WT_N_T00_R2,rim15KO_N_T00_R2,WT_P_T00_R2,rim15KO_P_T00_R2
P23254,TKL1,0.97297,0.99696,0.96851,1.0173,0.91444,0.96962,0.95089,0.99354,0.88352,0.82478,0.83203,0.87392,0.79063,0.81065,0.79347,0.80956,0.73368,1.0192,1.0415,1.0187,0.80137,1.2019,0.84991,1.0896,0.85933,0.98598,0.56483,0.93242,0.90402,1.0064,0.94413,0.97324,0.98138,0.91355,1.0713,0.90128,1.0299,0.82189,1.0985,0.84913,0.97297,0.99696,0.96851,1.0173,0.97297,0.99696,0.96851,1.0173,1.006,0.99988,0.96451,0.89035,0.96206,0.74464,0.8493,0.67024,1.0285,1.0613,1.0681,0.76239,1.1406,0.43765,0.92956,0.97361,0.78291,1.0583,0.73206,1.0838,1.006,0.99988,0.99988,1.006
P40462,TMA108,0.99072,1.0517,1.0469,1.1438,1.0723,1.0505,0.98079,1.1055,1.191,1.0679,1.2612,1.1479,1.2976,1.0736,1.0505,1.1964,1.2533,0.9034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8187,0.83002,0.81555,0.96921,0.7058,0.51764,0.80518,0.85965,0.95851,0.79273,0.78751,0.81396,0.99072,1.0517,1.0469,1.1438,0.99072,1.0517,1.0469,1.1438,1.0368,1.0627,1.0149,1.0829,1.0154,1.1304,1.1264,1.268,1.0317,0.87522,NA,NA,NA,NA,1.0924,0.9467,0.77055,0.70618,0.78867,0.60306,1.0368,1.0627,1.0627,1.0368
Q12513,TMA17,0.68346,1.1158,0.86209,0.93204,4.168,4.8781,3.5281,4.128,3.796,4.5899,3.4355,4.1988,3.563,4.7449,4.9223,5.9663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9402,3.0828,2.0811,3.2893,1.2156,2.2841,1.2016,1.9687,1.0257,2.5046,0.96489,1.7789,0.68346,1.1158,0.86209,0.93204,0.68346,1.1158,0.86209,0.93204,0.80416,1.109,3.0287,5.573,2.2281,7.4744,2.5558,7.558,NA,NA,NA,NA,NA,NA,4.0159,1.9292,2.1787,1.0048,3.4286,0.97603,0.80416,1.109,1.109,0.80416
P35691,TMA19,1.1338,0.96324,1.0534,0.89307,1.0291,0.93235,0.99589,0.88814,1.0838,0.8797,0.84833,0.88504,1.0716,0.939,0.96141,0.87276,1.0021,0.94176,0.97552,0.97502,0.81656,0.95092,0.97731,0.91564,0.35551,0.78774,0.77179,0.93137,0.65547,0.777,0.65969,0.67489,0.61319,0.66867,0.70117,0.70553,0.64904,0.71352,0.70187,0.70932,1.1338,0.96324,1.0534,0.89307,1.1338,0.96324,1.0534,0.89307,1.0545,1.0342,0.90911,0.88676,0.9406,0.94986,0.92038,0.97208,0.93558,0.98278,0.97901,0.59551,0.85815,0.58893,0.69091,0.63922,0.63911,0.7083,0.57571,0.66552,1.0545,1.0342,1.0342,1.0545
P89886,TMA20,1.0344,1.0229,1.0681,0.99714,1.0621,0.98482,1.2619,1.1202,1.0327,1.0417,0.90343,1.0269,0.96603000000000006,1.0008,1.0901,1.133,0.67915,0.95165,NA,NA,NA,NA,0.67028,1.0463,NA,NA,0.82712,1.0159,0.9402,0.96439,0.8502,0.87216,0.92391,0.90981,0.8948,0.87433,0.73212,0.97238,0.82671,0.80372,1.0344,1.0229,1.0681,0.99714,1.0344,1.0229,1.0681,0.99714,1.0726,1.0123,0.99661,1.0513,1.0328,0.91573,1.0965,0.93563,0.93919,0.83074,NA,NA,NA,NA,0.84674,0.95859,0.86072,1.0402,0.8021,0.86957,1.0726,1.0123,1.0123,1.0726
Q12000,TMA46,1.1835,0.8379,1.0089,1.0259,0.63332,0.5992,0.74534,0.42976,NA,NA,NA,NA,0.68804,0.73038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42126,0.30405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1835,0.8379,1.0089,1.0259,1.1835,0.8379,1.0089,1.0259,0.8613,0.97738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5761,NA,NA,NA,NA,NA,0.8613,0.97738,0.97738,0.8613
Q04600,TMA64,0.99927,0.93827,0.98954,0.91899,0.99395,1.0211,0.95748,0.87962,1.1987,1.0105,1.1062,1.4468,NA,NA,1.2888,1.1027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91118,0.71199,0.98257,0.91309,NA,NA,NA,NA,NA,NA,NA,NA,0.99927,0.93827,0.98954,0.91899,0.99927,0.93827,0.98954,0.91899,1.0319,1.1024,0.98652,1.1382,NA,NA,NA,NA,0.95895,1.2961,NA,NA,NA,NA,0.80712,0.82019,0.71749,0.88223,NA,NA,1.0319,1.1024,1.1024,1.0319
Q3E764,TMA7,1.1547,1.0621,1.0903,0.91873,1.0593,1.1384,0.9048,0.80109,0.91973,1.0004,0.6917,0.33719,0.7903,0.8935,0.74522,0.78028,0.80497,1.0008,0.88916,0.95549,NA,NA,NA,NA,NA,NA,NA,NA,0.821,0.93011,0.88091,0.99686,0.65293,0.4975,0.6416,0.65714,0.32902,0.22925,0.33785,0.29924,1.1547,1.0621,1.0903,0.91873,1.1547,1.0621,1.0903,0.91873,1.039,1.1375,1.0176,1.052,0.84589,0.87158,1.0104,0.95347,NA,NA,NA,NA,NA,NA,0.76165,0.89882,0.63826,0.64473,0.63069,0.39232,1.039,1.1375,1.1375,1.039
P35180,TOM20,0.79988,0.94034,0.86182,0.79701,0.84579,0.85799,0.76103,0.64418,0.69214,0.85134,0.70604,0.72538,0.66697,0.73652,0.689,0.55408,0.84823,0.94227,NA,NA,0.34939,0.34208,NA,NA,NA,NA,NA,NA,0.85792,0.8235,0.70113,0.64968,0.81626,0.76556,0.63626,0.64053,0.62894,0.58396,0.58488,0.62341,0.79988,0.94034,0.86182,0.79701,0.79988,0.94034,0.86182,0.79701,0.917,0.94105,1.076,1.1932,0.84343,0.78776,0.73922,0.64261,0.79571,0.51716,NA,NA,NA,NA,0.73871,0.84097,0.73863,0.78573,0.60497,0.64845,0.917,0.94105,0.94105,0.917
P49334,TOM22,1.1017,0.86965,0.86129,0.75423,1.1956,1.1032,1.1303,1.0013,1.1449,1.1376,1.2292,0.86383,1.3298,1.1428,0.7091,0.8037,1.1906,0.76039,NA,NA,NA,NA,0.60596,0.89468,NA,NA,NA,NA,0.94942,0.84602,0.86574,0.83926,0.9127,0.82876,0.88297,0.67894,0.80469,0.69921,0.69038,0.61857,1.1017,0.86965,0.86129,0.75423,1.1017,0.86965,0.86129,0.75423,0.74232,1.0342,0.93612,1.4752,1.0269,1.2427,0.99995,1.2271,NA,NA,NA,NA,NA,NA,1.0425,0.94438,0.97911,0.82627,0.82287,0.66569,0.74232,1.0342,1.0342,0.74232
P23644,TOM40,0.94279,0.93109,1.0757,0.84804,1.2906,1.4712,1.4124,1.1448,1.1217,1.2563,1.3113,1.0583,1.1876,1.2971,1.2313,1.1197,1.0312,1.4416,2.0773,1.2909,1.8995,2.2495,NA,NA,NA,NA,NA,NA,1.0872,1.0831,0.97346,0.94731,0.98545,1.0173,0.99502,1.0157,0.82955,0.93387,0.89649,0.74063,0.94279,0.93109,1.0757,0.84804,0.94279,0.93109,1.0757,0.84804,0.85171,1.0755,1.2001,1.3727,1.1537,1.346,1.3474,1.3433,1.5637,0.77834,NA,NA,NA,NA,1.0136,1.0834,1.1019,0.98779,1.034,0.92119,0.85171,1.0755,1.0755,0.85171
P80967,TOM5,1.1092,0.94886,0.82853,0.61097,0.86999,0.75967,0.82913,0.79336,NA,NA,0.76281,0.61548,4.9852,5.2524,0.67868,0.54213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89895,5.5441,0.81755,0.68017,0.74977,3.4527,0.75922,1.3409,0.61982,1.5481,NA,NA,1.1092,0.94886,0.82853,0.61097,1.1092,0.94886,0.82853,0.61097,0.94391,1.021,0.87848,0.93547,0.88846,0.88435,9.4437,0.77106,NA,NA,NA,NA,NA,NA,NA,NA,0.91334,0.53266,0.90286,0.58457,0.94391,1.021,1.021,0.94391
P07213,TOM70,0.94098,0.89318,0.9551,0.87346,1.0861,1.2094,1.1153,1.056,1.4371,1.205,0.99024,1.0063,1.2568,1.0727,1.0952,0.97854,0.91917,0.97463,0.92608,0.88389,0.84618,0.85721,0.72153,0.96953,NA,NA,1.201,0.69703,0.9356,0.81774,0.83797,0.8517,0.79998,0.75253,0.84993,0.78112,0.74181,0.69883,0.73571,0.64528,0.94098,0.89318,0.9551,0.87346,0.94098,0.89318,0.9551,0.87346,0.88112,0.988,1.0953,1.2191,1.1493,1.036,1.0586,1.2608,1.0327,0.94204,0.84497,0.86303,0.53971,NA,0.96969,0.88774,0.81577,0.92403,0.7096,0.74188,0.88112,0.988,0.988,0.88112
P38825,TOM71,1.0151,0.91191,1.0975,1.0196,1.347,1.0432,1.3699,1.0998000000000001,1.6931,1.2191,1.8431,1.2638,1.954,1.4021,1.3523,1.3292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99996,0.88343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0151,0.91191,1.0975,1.0196,1.0151,0.91191,1.0975,1.0196,0.95171,1.1369,1.0883,1.2965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2195,1.476,NA,NA,NA,NA,0.95171,1.1369,1.1369,0.95171
P06786,TOP2,1.0873,0.87005,0.99821,1.1052,1.2274,1.2238,1.4133,1.0135,1.59,1.271,1.3437,0.82614,0.74798,1.176,1.6173,1.0243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93464,0.89889,0.84226,0.84813,NA,NA,0.80396,0.70035,0.76155,0.59715,0.66974,0.65167,1.0873,0.87005,0.99821,1.1052,1.0873,0.87005,0.99821,1.1052,1.2657,1.0369,1.2149,1.0662,1.1004,1.1077,1.0855,1.0785,4.4705,1.7521,NA,NA,NA,NA,0.80113,0.87052,0.862,0.89031,NA,NA,1.2657,1.0369,1.0369,1.2657
P38288,TOS1,1.229,0.94229,1.0961,0.54259,0.70431,0.29888,0.39354,0.21988,0.45596,0.24391,NA,NA,0.3763,0.19354,0.34115,0.17362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63572,0.50772,0.70953,0.51012,0.59181,0.37311,0.50872,0.30742,NA,NA,0.41906,0.28961,1.229,0.94229,1.0961,0.54259,1.229,0.94229,1.0961,0.54259,0.93281,1.0535,0.39469,0.49339,0.26489,0.20185,0.2311,0.25735,NA,NA,NA,NA,NA,NA,0.57814,0.60466,0.60908,0.59827,0.35339,0.38501,0.93281,1.0535,1.0535,0.93281
P40032,TPA1,0.97056,0.94855,1.0955,1.0011,0.96139,1.0731,0.9757,0.9903,1.1273,1.0937,1.146,1.1251,0.95953,1.0238,0.96751,0.95776,1.0865,1.067,NA,NA,NA,NA,1.0794,1.107,NA,NA,NA,NA,0.85119,0.94353,0.92823,0.86062,0.81782,0.72602,0.89252,0.83446,1.0196,0.80928,0.99878,0.89151,0.97056,0.94855,1.0955,1.0011,0.97056,0.94855,1.0955,1.0011,0.88498,1.0138,1.1025,1.0275,0.97886,0.94746,1.0225,0.94808,NA,NA,NA,NA,NA,NA,0.91659,0.97631,0.86595,0.98235,0.66807,0.95968,0.88498,1.0138,1.0138,0.88498
P31383,TPD3,0.97569,1.009,0.95705,0.99403,1.1686,1.1175,1.0672,1.2858,1.5369,1.3735,1.0748,1.2644,1.3498000000000001,1.1723,1.3264,1.2544,0.93587,2.4016,1.3512,1.2213,1.0284,0.91117,0.72106,1.8705,NA,NA,1.3416,2.0043,1.0017,1.1092,0.98244,1.1037,0.87409,0.76839,0.81943,1.1098,1.0132,0.83412,0.80774,1.0662,0.97569,1.009,0.95705,0.99403,0.97569,1.009,0.95705,0.99403,0.94321,0.95869,1.193,1.3498000000000001,1.1748,1.9018,1.0993,1.7713,1.3848,1.0962,NA,NA,NA,NA,1.0487,0.97564,1.0269,0.88563,1.0891,0.85973,0.94321,0.95869,0.95869,0.94321
P00942,TPI1,1.0201,0.96076,1.0676,0.86273,1.0664,1.1019,1.2255,0.98369,1.178,0.98459,1.2427,0.97003,1.1019,1.0833,1.2694,1.046,1.5195,0.92766,1.8386,0.89308,1.0675,1.0129,1.5274,0.83862,1.2269,0.93801,1.2258,0.97758,1.163,1.2765,1.2121,1.1586,1.21,1.2593,1.1886,1.1617,1.1451,1.3012,1.3216,1.1434,1.0201,0.96076,1.0676,0.86273,1.0201,0.96076,1.0676,0.86273,1.0804,0.98676,1.0429,1.0841,1.0137,1.216,1.0136,1.1136,0.86157,1.6876,0.99061,1.6416,1.0158,1.4244,1.2363,1.2942,1.1055,1.2351,1.092,1.2515,1.0804,0.98676,0.98676,1.0804
P17536,TPM1,1.0759,0.93555,1.0042,0.78866,1.1037,1.0257,1.1737,1.0182,1.2971,0.94081,1.2848,0.97184,1.303,0.9513,1.31,1.072,1.3382,0.83097,1.127,0.80616,1.093,1.4948,1.7352,0.90464,1.3534,0.77672,1.8171,1.1073,0.82505,0.81931,0.81724,0.81906,0.73075,0.80785,0.81517,0.74702,0.70633,0.79485,0.76947,0.77426,1.0759,0.93555,1.0042,0.78866,1.0759,0.93555,1.0042,0.78866,1.1371,0.94936,0.99017,0.98736,0.98183,1.2825,1.008,1.1973,0.9326,1.4301,0.87626,1.1718,0.84973,1.0027,0.83115000000000006,0.81343,0.76606,0.78381,0.6758,0.83553,1.1371,0.94936,0.94936,1.1371
P40414,TPM2,1.06,0.92768,0.98996,0.779,1.175,0.88456,1.0906,0.96131,1.2719,0.86462,1.2635,0.92833,1.1972,0.87584,1.2541,0.96464,1.1143,0.89315,1.35,0.94835,NA,NA,1.265,0.95914,NA,NA,1.6903,4.447,0.9296,0.88448,1.0054,0.81665,0.88148,0.85137,0.92958,0.78734,0.7334,0.8392,0.90166,0.71905,1.06,0.92768,0.98996,0.779,1.06,0.92768,0.98996,0.779,1.1813,0.95366,0.95371,0.97096,0.90787,1.1849,1.0076,1.2198,0.97791,1.342,1.0805,1.1409,0.94352,0.79523,0.91849,0.93597,0.75002,0.91883,0.70917,0.90384,1.1813,0.95366,0.95366,1.1813
Q00764,TPS1,0.79953,1.1483,0.94931,1.2278,1.5596,1.8314,1.2016,1.715,1.766,1.9876,1.7149,2.0694,1.7685,2.0762,1.6843,2.176,1.254,1.6537,1.1613,1.4327,2.7761,0.7891,1.9724,1.4508,NA,NA,3.0727,2.0894,1.4528,2.0359,1.3803,1.9297,1.314,1.6216,1.0807,1.7592,1.34,1.6005,1.1716,1.5544,0.79953,1.1483,0.94931,1.2278,0.79953,1.1483,0.94931,1.2278,0.91281,1.1565,1.3076,1.8921,1.4344,2.0089,1.5545,3.0279,1.2395,2.0285,NA,NA,1.3895,7.1612,2.1925,1.4402,1.9745,1.2027,2.096,1.1553,0.91281,1.1565,1.1565,0.91281
P31688,TPS2,0.77611,1.0992,0.93781,1.1975,1.1711,1.5302,1.2772,1.4095,1.0383,1.2908,1.0338,0.87596,1.0181,1.5343,1.8963,1.7635,0.84519,1.3749,0.87008,1.0569,NA,NA,1.8645,0.80378,NA,NA,NA,NA,1.1837,1.821,1.1242,1.895,1.0315,1.5377,0.92815,1.6,1.1311,1.2745,0.92618,1.4117,0.77611,1.0992,0.93781,1.1975,0.77611,1.0992,0.93781,1.1975,0.88086,1.1894,1.0058,1.678,0.9123,3.0615,0.97927,3.0871,1.0766,0.98099,NA,NA,NA,NA,2.1058,1.0266,1.9433,0.84999,1.8825,0.86412,0.88086,1.1894,1.1894,0.88086
P38426,TPS3,0.99491,1.0795,1.0173,1.1247,1.2475,1.1037,1.3266,1.2367,1.37,1.2847,1.6412,1.3084,1.3225,1.1323,1.3404,1.2632,1.7717,1.1007,1.4833,1.3862,NA,NA,0.85287,0.94337,NA,NA,NA,NA,1.5337,1.6214,1.5312,1.7223,1.2976,1.0268,1.1892,1.3662,1.3037,0.94424,1.0799,1.3269,0.99491,1.0795,1.0173,1.1247,0.99491,1.0795,1.0173,1.1247,0.98851,0.99635,1.0843,1.3185,1.2296,1.5088,0.98517,1.5925,NA,NA,NA,NA,NA,NA,1.4161,1.4604,1.3748,1.2385,1.2437,1.2174,0.98851,0.99635,0.99635,0.98851
P15565,TRM1,1.0673,0.96402,1.0068,1.0564,0.93704,0.89362,0.99006,0.72261,1.0084,0.84626,0.62342,0.40585,0.98314,0.80536,0.88841,0.52093,0.54649,0.76997,0.89592,0.82562,NA,NA,NA,NA,NA,NA,NA,NA,0.83908,0.72456,0.76204,0.77011,0.61835,0.46955,0.69874,0.55718,0.54533,0.4056,0.47958,0.46519,1.0673,0.96402,1.0068,1.0564,1.0673,0.96402,1.0068,1.0564,0.92344,1.1416,0.86828,0.96236,NA,NA,0.61003,0.82269,0.88825,1.2891,NA,NA,NA,NA,0.82286,0.84186,0.59951,0.74646,0.53841,0.73849,0.92344,1.1416,1.1416,0.92344
Q12009,TRM8,0.88361,0.95325,0.92201,1.0576,0.99544,0.98963,0.92307,0.94928,1.2008,0.68827,0.63348,0.87302,NA,NA,1.0897,0.81161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75464,0.66133,0.7365,0.74385,0.57799,0.61796,0.62015,0.66455,0.55114,0.60851,0.65816,0.58415,0.88361,0.95325,0.92201,1.0576,0.88361,0.95325,0.92201,1.0576,0.83163,1.0405,1.0403,1.0733,NA,NA,0.9597,0.94891,NA,NA,NA,NA,NA,NA,0.74258,0.66285,0.58427,0.62007,0.59226,0.56203,0.83163,1.0405,1.0405,0.83163
P00899,TRP2,0.95412,0.92301,0.94887,0.94566,0.8447,0.86688,0.89904,0.92967,0.81769,0.73529,0.7944,0.8618,0.77583,0.74837,0.76266,0.80935,0.6766,0.87939,0.75876999999999994,1.0161,0.75909,2.0394,1.0021,0.6542,NA,NA,NA,NA,0.97963,0.91346,0.95018,0.84317,0.76079,0.83888,0.861,0.79173,0.71384,0.70957,0.76392,0.7344,0.95412,0.92301,0.94887,0.94566,0.95412,0.92301,0.94887,0.94566,0.93227,0.96899,0.91073,0.88365,0.85862,0.77605,0.78715,0.78947,1.0817,0.78751,1.4794,0.78883,0.89483,0.60594,0.91251,1.0253,0.82797,0.98461,0.62256,0.83061,0.93227,0.96899,0.96899,0.93227
P00937,TRP3,1.0209,0.97399,1.0379,1.0424,1.0413,0.98458,1.0108,1.0131,0.88131,0.92047,0.94392,1.0079,1.0443,0.97618,1.0238,0.98093,2.0151,0.94433,0.91274,1.0057,NA,NA,NA,NA,NA,NA,2.1751,1.5748,1.0891,1.123,1.0566,0.99095,1.0197,0.98506,1.0743,0.86346,0.88136,0.91103,0.97248,0.82429,1.0209,0.97399,1.0379,1.0424,1.0209,0.97399,1.0379,1.0424,0.98399,0.99264,1.0135,1.049,1.0301,0.82076,0.96476,0.98574,NA,NA,NA,NA,NA,NA,0.92577,1.1561,0.82335,1.2664,0.8715,1.0305,0.98399,0.99264,0.99264,0.98399
P07285,TRP4,0.95637,0.96115,0.9353,0.89401,1.0361,1.113,1.0114,1.0164,1.6461,1.1999,1.9265,1.0551,1.6729,1.0508,2.0745,1.0989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1738,1.111,1.0976,0.94243,NA,NA,1.0287,0.80432,0.89998,0.76111,NA,NA,0.95637,0.96115,0.9353,0.89401,0.95637,0.96115,0.9353,0.89401,0.84594,0.95674,1.0885,0.98127,1.0855,1.5275,1.2953,1.4422,NA,NA,NA,NA,NA,NA,0.87931,1.3063,0.89837,1.2925,NA,NA,0.84594,0.95674,0.95674,0.84594
P00931,TRP5,0.9671,1.0445,1.0026,1.1172,1.0496,1.0335,1.0296,1.1128,1.149,0.98184,1.1219,1.0575,1.237,1.0024,1.3878,1.0851,1.1487,1.1095,1.014,1.1582,0.67554,1.2061,1.0571,1.1126,1.1511,0.80192,1.057,1.072,1.1011,1.2075,1.0592,1.0942,0.9668,0.9954,1.0073,1.0142,0.96007,0.86953,0.91476,0.91297,0.9671,1.0445,1.0026,1.1172,0.9671,1.0445,1.0026,1.1172,1.0184,0.99378,0.98672,1.0179,1.0096,1.0749,0.98362,1.1279,1.028,1.1785,0.87094,1.2426,1.1261,1.1245,1.0243,1.1302,0.98857,1.1463,0.85331,1.0287,1.0184,0.99378,0.99378,1.0184
P29509,TRR1,0.9913,1.0114,1.158,0.99226,0.90881,0.99006,1.0918,0.97207,0.83992,0.90718,0.98942,0.9548,0.94611,0.89712,0.99618,0.90041,1.0093,1.1399,1.1126,1.0572,NA,NA,1.0447,0.92066,NA,NA,1.0583,0.88171,1.041,1.0009,1.0439,0.96037,0.97823,0.92235,1.0776,0.85724,0.93279,0.80637,0.99264,0.79541,0.9913,1.0114,1.158,0.99226,0.9913,1.0114,1.158,0.99226,1.0297,0.9511,1.009,0.97686,1.0316,0.83213,1.0083,0.84338,1.1096,0.98947,NA,NA,NA,NA,1.0319,1.0507,0.87519,1.0542,0.73282,0.96388,1.0297,0.9511,0.9511,1.0297
P22217,TRX1,0.94269,0.95999,0.95702,0.79255,0.78711,0.80986,0.85248,0.77213,0.75197,0.79374,0.73144,0.6947,0.73026,0.76477,0.71955,0.77155,0.55957,0.77106,0.6494,0.82503,NA,NA,0.75761,0.74386,0.67158,0.74408,1.0846,0.92517,0.66308,0.78917,0.63532,0.64061,0.55289,0.65109,0.64878,0.64743,0.52907,0.58792,0.58366,0.61671,0.94269,0.95999,0.95702,0.79255,0.94269,0.95999,0.95702,0.79255,1.0614,0.89978,0.76194,0.8641,0.73883,0.7145,0.70286,0.76601,0.8527,0.67843,0.80318,0.58451,NA,NA,0.73243,0.59269,0.67293,0.63254,0.63972,0.53772,1.0614,0.89978,0.89978,1.0614
P22803,TRX2,0.9026,0.89871,0.97138,0.70656,1.2058,1.0059,1.2584,1.0346,1.0409,0.71665,0.69347,0.70117,1.0438,0.76426,1.0633,0.76781,1.2901,0.56117,0.94217,1.0282,NA,NA,NA,NA,NA,NA,NA,NA,0.91612,1.0392,0.92821,0.91107,0.8959,0.94191,0.83916,0.97562,0.85268,1.0234,0.87513,0.92412,0.9026,0.89871,0.97138,0.70656,0.9026,0.89871,0.97138,0.70656,1.0821,0.79966,0.92841,1.0544,0.977,1.3156,0.73678,1.07,0.31685,0.67815,NA,NA,NA,NA,0.8107,0.86262,0.91473,0.91716,0.90778,0.8872,1.0821,0.79966,0.79966,1.0821
P34760,TSA1,0.85133,0.95006,1.1544,1.0135,1.0454,0.96047,1.4002,1.0854,1.0191,0.88895,1.1602,1.0348,0.96579,0.93222,1.3478,1.1493,0.90724,0.99489,1.3821,1.003,1.2361,1.0342,0.95694,1.0164,1.2965,0.92028,1.3345,0.87702,0.91652,1.0065,0.98059,0.86269,0.93676,0.88407,0.89642,0.88301,0.81677,0.81038,0.90137,0.92531,0.85133,0.95006,1.1544,1.0135,0.85133,0.95006,1.1544,1.0135,0.98527,0.82595,0.97794,0.96024,0.95222,1.0958,0.96133,1.0046,1.0301,1.0206,1.0166,0.80022,0.98642,1.349,1.0268,1.013,0.87502,0.81733,0.76148,0.92483,0.98527,0.82595,0.82595,0.98527
Q04120,TSA2,0.7186,1.3268,1.2083,1.6987,0.9377,1.3982,1.4148,2.0256,0.95922,1.4328,1.2114,1.6561,0.96665,1.4526,1.3466,2.0043,1.165,1.8196,2.1715,1.7035,NA,NA,0.80969,1.7468,NA,NA,NA,NA,1.0892,1.4024,1.1594,1.583,0.79507,1.3579,0.99514,1.4124,0.69957,1.1675,0.69856,1.1364,0.7186,1.3268,1.2083,1.6987,0.7186,1.3268,1.2083,1.6987,1.3196,0.89422,1.0865,1.2127,1.0568,1.1825,1.0515,1.2424,1.5299,1.0641,NA,NA,NA,NA,1.1807,1.011,1.3082,0.85771,1.1818,0.8128,1.3196,0.89422,0.89422,1.3196
P38427,TSL1,0.64285,1.0531,0.83129,1.1848,1.7208,2.1852,1.5819,1.9089,1.7393,1.9308,2.0154,1.8443,1.7638,2.3471,1.4278,1.8803,0.89837,1.3355,0.78299,1.3319,0.87213,0.92499,1.3449,0.95878,NA,NA,4.1156,0.73033,1.3981,2.1721,1.2911,2.3935,1.2977,1.4705,1.104,1.6394,1.4124,1.256,1.1681,1.4811,0.64285,1.0531,0.83129,1.1848,0.64285,1.0531,0.83129,1.1848,0.77535,1.1096,1.4523,2.7318,1.3617,3.2201,1.3719,3.8956,0.96526,1.2531,0.62651,2.3348,NA,NA,2.2739,1.2575,1.8889,1.0171,1.7147,1.0797,0.77535,1.1096,1.1096,0.77535
P25040,TSR4,0.98139,1.0111,0.94481,1.0424,0.83467,0.9687,0.76802,1.0038,0.8438,0.98378,0.8164,0.89997,0.74527,0.84345,0.84089,0.7006,1.1072,0.81141,0.84605,0.91517,NA,NA,NA,NA,NA,NA,NA,NA,0.81808,0.81762,0.71986000000000006,0.80469,0.6112,0.60694,0.67931,0.56602,0.56431,0.51242,0.95806,0.51839,0.98139,1.0111,0.94481,1.0424,0.98139,1.0111,0.94481,1.0424,1.0397,1.0317,0.89911,0.92946,1.7547,0.80463,NA,NA,0.94129,0.92298,NA,NA,NA,NA,0.83223,1.0052,0.63388,0.86284,NA,NA,1.0397,1.0317,1.0317,1.0397
P09733,TUB1,1.0199,0.93942,1.0387,0.98863,1.0257,1.1027,1.0094,1.1301,1.1707,1.2022,0.90504,1.1472,1.1782,1.1475,0.93433,1.0936,1.0499,1.0212,1.0785,1.0325,1.0406,1.4897,1.1812,1.3237,2.0886,1.3635,2.0821,1.6506,0.98937,0.94538,1.1585,0.99063,0.92444,0.86677,1.0005,0.94473,1.0147,0.88175,1.0354,0.93089,1.0199,0.93942,1.0387,0.98863,1.0199,0.93942,1.0387,0.98863,0.95508,0.99554,1.1119,1.1035,1.1894,0.92614,1.29,1.0339,1.0821,0.8616,1.3132,1.6777,1.3735,0.63783,1.009,0.98235,0.95607,1.1052,0.90654,0.97869,0.95508,0.99554,0.99554,0.95508
