Protein IDs,comparison,normalized_ratio_mean,normalized_ratio_rep1,normalized_ratio_rep2
sp|Q8J0M4|YCB2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q92331|VPS5_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q96VH4|HBN1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q96VH5|MIC10_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q99190|TECR_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q99207|NOP14_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q99216|PNO1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q99220|OS9_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q99247|YO087_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q99257|MEX67_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q99258|RIB3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q99260|YPT6_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q99278|MED11_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q99287|SEY1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q99297|ODC2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q99321|DDP1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q99369|FSH3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q99383|HRP1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q99385|VCX1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q9URQ5|HTL1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
NA,ProtoWT_H_vs_rim15_M,NA,NA,NA
NA,ProtoWT_H_vs_rim15_M,NA,NA,NA
NA,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|O14455|RL36B_YEAST,ProtoWT_M_vs_AuxoWT_M,21.988,12.911,31.161
sp|O14467|MBF1_YEAST,ProtoWT_M_vs_AuxoWT_M,3.2221,NA,3.2221
sp|O74700|TIM9_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|O94742|SEM1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P00330|ADH1_YEAST;sp|P00331|ADH2_YEAST;sp|P38113|ADH5_YEAST,ProtoWT_M_vs_AuxoWT_M,1046.2,26.815,24.431
sp|P00358|G3P2_YEAST;sp|P00360|G3P1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P00359|G3P3_YEAST,ProtoWT_M_vs_AuxoWT_M,373.4,160.57,53.013
sp|P00445|SODC_YEAST,ProtoWT_M_vs_AuxoWT_M,7.5104,NA,NA
sp|P00447|SODM_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P00498|HIS1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P00549|KPYK1_YEAST;sp|P52489|KPYK2_YEAST,ProtoWT_M_vs_AuxoWT_M,33.109,9.4958,41.392
sp|P00560|PGK_YEAST,ProtoWT_M_vs_AuxoWT_M,165.39,198.03,133.18
sp|P00815|HIS2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P00817|IPYR_YEAST,ProtoWT_M_vs_AuxoWT_M,17.559,17.559,NA
sp|P00830|ATPB_YEAST,ProtoWT_M_vs_AuxoWT_M,4.4682,6.2218,4.4682
sp|P00890|CISY1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P00899|TRPE_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P00924|ENO1_YEAST,ProtoWT_M_vs_AuxoWT_M,3.9386,NA,3.8797
sp|P00925|ENO2_YEAST,ProtoWT_M_vs_AuxoWT_M,230.69,260.76,246.46
sp|P00927|THDH_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P00931|TRP_YEAST,ProtoWT_M_vs_AuxoWT_M,2.3787,NA,NA
sp|P00937|TRPG_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P00942|TPIS_YEAST,ProtoWT_M_vs_AuxoWT_M,368.66,17.406,148.17
sp|P00950|PMG1_YEAST,ProtoWT_M_vs_AuxoWT_M,141.63,87.52,67.145
sp|P00958|SYMC_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P01120|RAS2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P01123|YPT1_YEAST,ProtoWT_M_vs_AuxoWT_M,5.7638,8.5029,3.282
sp|P02293|H2B1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P02294|H2B2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P02309|H4_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P02400|RLA4_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P02406|RL28_YEAST,ProtoWT_M_vs_AuxoWT_M,26.008,75.89,13.379
sp|P02557|TBB_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P02829|HSP82_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P02994|EF1A_YEAST,ProtoWT_M_vs_AuxoWT_M,317.68,10.905,22.045
sp|P03962|PYRF_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P03965|CARB_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P04050|RPB1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P04147|PABP_YEAST,ProtoWT_M_vs_AuxoWT_M,15.158,15.158,19.433
sp|P04449|RL24A_YEAST,ProtoWT_M_vs_AuxoWT_M,17.211,NA,10.833
sp|P04456|RL25_YEAST,ProtoWT_M_vs_AuxoWT_M,27.586,30.268,NA
sp|P04650|RL39_YEAST,ProtoWT_M_vs_AuxoWT_M,8.6883,NA,8.6883
sp|P04801|SYTC_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P04802|SYDC_YEAST,ProtoWT_M_vs_AuxoWT_M,13.493,NA,10.494
sp|P04806|HXKA_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P04807|HXKB_YEAST,ProtoWT_M_vs_AuxoWT_M,13.806,337.86,13.806
sp|P04840|VDAC1_YEAST,ProtoWT_M_vs_AuxoWT_M,3.758,NA,4.2199
sp|P04912|H2A2_YEAST;sp|P04911|H2A1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P05030|PMA1_YEAST;sp|P19657|PMA2_YEAST,ProtoWT_M_vs_AuxoWT_M,9.9845,15.503,8.2573
sp|P05317|RLA0_YEAST,ProtoWT_M_vs_AuxoWT_M,516.65,74.056,6.6503
sp|P05318|RLA1_YEAST,ProtoWT_M_vs_AuxoWT_M,52.249,NA,NA
sp|P05319|RLA2_YEAST,ProtoWT_M_vs_AuxoWT_M,14.079,14.079,NA
sp|P05453|ERF3_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P05694|METE_YEAST,ProtoWT_M_vs_AuxoWT_M,6.1199,7.3746,5.2046
sp|P05737|RL7A_YEAST,ProtoWT_M_vs_AuxoWT_M,46.614,24.135,124.09
sp|P05738|RL9A_YEAST,ProtoWT_M_vs_AuxoWT_M,30.431,31.858,16.138
sp|P05739|RL6B_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P05740|RL17A_YEAST,ProtoWT_M_vs_AuxoWT_M,4.8107,NA,NA
sp|P05743|RL26A_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P05744|RL33A_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P05745|RL36A_YEAST,ProtoWT_M_vs_AuxoWT_M,18.592,NA,6.8872
sp|P05748|RL15A_YEAST;sp|P54780|RL15B_YEAST,ProtoWT_M_vs_AuxoWT_M,23.056,NA,NA
sp|P05749|RL22A_YEAST;sp|P56628|RL22B_YEAST,ProtoWT_M_vs_AuxoWT_M,9.9899,NA,7.3354
sp|P05750|RS3_YEAST,ProtoWT_M_vs_AuxoWT_M,11.638,NA,11.638
sp|P05755|RS9B_YEAST;sp|O13516|RS9A_YEAST,ProtoWT_M_vs_AuxoWT_M,12.724,12.724,21.457
sp|P05756|RS13_YEAST,ProtoWT_M_vs_AuxoWT_M,38.595,21.722,NA
sp|P05759|RS31_YEAST,ProtoWT_M_vs_AuxoWT_M,28.399,19.327,NA
sp|P06101|CDC37_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P06103|EIF3B_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P06105|SC160_YEAST,ProtoWT_M_vs_AuxoWT_M,1.6825,NA,NA
sp|P06106|CYSD_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P06168|ILV5_YEAST,ProtoWT_M_vs_AuxoWT_M,76.145,6.0747,NA
sp|P06169|PDC1_YEAST;sp|P26263|PDC6_YEAST;sp|P16467|PDC5_YEAST;sp|Q07471|THI3_YEAST,ProtoWT_M_vs_AuxoWT_M,904.91,9.4518,98.607
sp|P06367|RS14A_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P06633|HIS7_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P06634|DED1_YEAST,ProtoWT_M_vs_AuxoWT_M,20.864,NA,NA
sp|P06780|RHO1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P07149|FAS1_YEAST,ProtoWT_M_vs_AuxoWT_M,4.0616,4.2427,2.6638
sp|P07170|KAD2_YEAST,ProtoWT_M_vs_AuxoWT_M,2.0466,32.308,NA
sp|P07213|TOM70_YEAST,ProtoWT_M_vs_AuxoWT_M,16.181,NA,NA
sp|P07244|PUR2_YEAST,ProtoWT_M_vs_AuxoWT_M,9.157,NA,NA
sp|P07245|C1TC_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P07246|ADH3_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P07251|ATPA_YEAST,ProtoWT_M_vs_AuxoWT_M,27.415,NA,26.821
sp|P07253|CBP6_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P07256|QCR1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P07257|QCR2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P07258|CARA_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P07259|PYR1_YEAST,ProtoWT_M_vs_AuxoWT_M,5.1583,NA,4.8694
sp|P07260|IF4E_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P07262|DHE4_YEAST;sp|P39708|DHE5_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P07263|SYH_YEAST,ProtoWT_M_vs_AuxoWT_M,1.4878,2.7711,NA
sp|P07267|CARP_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P07274|PROF_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P07280|RS19A_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P07281|RS19B_YEAST,ProtoWT_M_vs_AuxoWT_M,77.557,14.766,100.07
sp|P07283|PMM_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P07284|SYSC_YEAST,ProtoWT_M_vs_AuxoWT_M,9.33,NA,9.33
sp|P07285|TRPD_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P07347|ARD1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P07560|SEC4_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P07806|SYV_YEAST,ProtoWT_M_vs_AuxoWT_M,3.0243,NA,NA
sp|P08417|FUMH_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P08518|RPB2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P08524|FPPS_YEAST,ProtoWT_M_vs_AuxoWT_M,3.3073,NA,3.3073
sp|P08566|ARO1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P09064|IF2B_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P09232|PRTB_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P09436|SYIC_YEAST,ProtoWT_M_vs_AuxoWT_M,8.8706,14.763,NA
sp|P09440|C1TM_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P09457|ATPO_YEAST,ProtoWT_M_vs_AuxoWT_M,2.8456,NA,NA
sp|P09624|DLDH_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P09733|TBA1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P09938|RIR2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P0C0T4|RS25B_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P0C0V8|RS21A_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P0C0X0|RS28B_YEAST,ProtoWT_M_vs_AuxoWT_M,25.299,NA,25.299
sp|P0C2H6|RL27A_YEAST;sp|P0C2H7|RL27B_YEAST,ProtoWT_M_vs_AuxoWT_M,378.16,372.13,140.98
sp|P0C2H8|RL31A_YEAST,ProtoWT_M_vs_AuxoWT_M,21.208,NA,21.208
sp|P0C2H9|RL31B_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P0CH09|RL40B_YEAST;sp|P0CH08|RL40A_YEAST;sp|P0CG63|UBI4P_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P0CS90|HSP77_YEAST;sp|P39987|HSP7E_YEAST,ProtoWT_M_vs_AuxoWT_M,9.554,11.315,8.067
sp|P0CX24|RL20B_YEAST;sp|P0CX23|RL20A_YEAST,ProtoWT_M_vs_AuxoWT_M,11.645,13.157,11.645
sp|P0CX26|RL43B_YEAST;sp|P0CX25|RL43A_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P0CX28|RL44B_YEAST;sp|P0CX27|RL44A_YEAST,ProtoWT_M_vs_AuxoWT_M,36.496,48.67,27.226
sp|P0CX30|RS23B_YEAST;sp|P0CX29|RS23A_YEAST,ProtoWT_M_vs_AuxoWT_M,251.59,NA,251.59
sp|P0CX32|RS24B_YEAST;sp|P0CX31|RS24A_YEAST,ProtoWT_M_vs_AuxoWT_M,44.81,38.261,45.4
sp|P0CX34|RS30B_YEAST;sp|P0CX33|RS30A_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P0CX36|RS4B_YEAST;sp|P0CX35|RS4A_YEAST,ProtoWT_M_vs_AuxoWT_M,21.852,NA,21.852
sp|P0CX38|RS6B_YEAST;sp|P0CX37|RS6A_YEAST,ProtoWT_M_vs_AuxoWT_M,8.9529,8.8438,9.0634
sp|P0CX40|RS8B_YEAST;sp|P0CX39|RS8A_YEAST,ProtoWT_M_vs_AuxoWT_M,22.375,21.717,37.948
sp|P0CX42|RL23B_YEAST;sp|P0CX41|RL23A_YEAST,ProtoWT_M_vs_AuxoWT_M,2.6925,7.9579,2.4324
sp|P0CX44|RL1B_YEAST;sp|P0CX43|RL1A_YEAST,ProtoWT_M_vs_AuxoWT_M,5.9153,5.9153,13.202
sp|P0CX46|RL2B_YEAST;sp|P0CX45|RL2A_YEAST,ProtoWT_M_vs_AuxoWT_M,17.876,NA,76.852
sp|P0CX48|RS11B_YEAST;sp|P0CX47|RS11A_YEAST,ProtoWT_M_vs_AuxoWT_M,81.707,114.96,46.682
sp|P0CX50|RL18B_YEAST;sp|P0CX49|RL18A_YEAST,ProtoWT_M_vs_AuxoWT_M,20.469,NA,20.018
sp|P0CX52|RS16B_YEAST;sp|P0CX51|RS16A_YEAST,ProtoWT_M_vs_AuxoWT_M,41.444,69.364,9.4966
sp|P0CX54|RL12B_YEAST;sp|P0CX53|RL12A_YEAST,ProtoWT_M_vs_AuxoWT_M,27.536,NA,NA
sp|P0CX56|RS18B_YEAST;sp|P0CX55|RS18A_YEAST,ProtoWT_M_vs_AuxoWT_M,2.2865,1.5444,NA
sp|P0CX58|YP12A_YEAST;sp|P0CX57|YA11A_YEAST;sp|O74302|YD13A_YEAST;sp|Q04706|YM11A_YEAST;sp|Q12470|YN12A_YEAST;sp|Q12391|YN11A_YEAST;sp|Q04215|YM13A_YEAST;sp|Q03964|YD17A_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P0CX73|YP11A_YEAST;sp|P0CX72|YL12A_YEAST;sp|P0CX71|YE11A_YEAST;sp|P0CX70|YD15A_YEAST;sp|Q6Q5H1|YP14A_YEAST;sp|P0C2I8|YL14A_YEAST;sp|Q92392|YO11A_YEAST,ProtoWT_M_vs_AuxoWT_M,39.407,NA,NA
sp|P0CX81|MTCU2_YEAST;sp|P0CX80|MTCU1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P0CX83|RL19B_YEAST;sp|P0CX82|RL19A_YEAST,ProtoWT_M_vs_AuxoWT_M,80.132,NA,80.132
sp|P0CX85|RL35B_YEAST;sp|P0CX84|RL35A_YEAST,ProtoWT_M_vs_AuxoWT_M,14.267,12.426,21.87
sp|P10080|SSBP1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P10081|IF4A_YEAST,ProtoWT_M_vs_AuxoWT_M,12.283,NA,14.786
sp|P10591|HSP71_YEAST;sp|P22202|HSP74_YEAST;sp|P09435|HSP73_YEAST,ProtoWT_M_vs_AuxoWT_M,25.272,NA,NA
sp|P10592|HSP72_YEAST,ProtoWT_M_vs_AuxoWT_M,173.42,11.561,137.17
sp|P10614|CP51_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P10622|RLA3_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P10659|METK1_YEAST,ProtoWT_M_vs_AuxoWT_M,4.9011,39.056,4.5892
sp|P10664|RL4A_YEAST,ProtoWT_M_vs_AuxoWT_M,204.89,24.564,39.072
sp|P10869|AK_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P10964|RPA1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P11412|G6PD_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P11632|NHP6A_YEAST,ProtoWT_M_vs_AuxoWT_M,7.2585,NA,NA
sp|P11633|NHP6B_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P11745|RNA1_YEAST,ProtoWT_M_vs_AuxoWT_M,2.3213,5.3693,NA
sp|P12385|ERF1_YEAST,ProtoWT_M_vs_AuxoWT_M,1.67,NA,0.81644
sp|P12695|ODP2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P12709|G6PI_YEAST,ProtoWT_M_vs_AuxoWT_M,6.7977,6.9851,NA
sp|P12754|EI2BD_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P13188|SYQ_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P13382|DPOA_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P13517|CAPZB_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P13663|DHAS_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P14020|DPM1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P14065|GCY1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P14120|RL30_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P14126|RL3_YEAST,ProtoWT_M_vs_AuxoWT_M,31.319,29.567,41.44
sp|P14127|RS17B_YEAST;sp|P02407|RS17A_YEAST,ProtoWT_M_vs_AuxoWT_M,56.592,NA,NA
sp|P14540|ALF_YEAST,ProtoWT_M_vs_AuxoWT_M,57.715,46.215,58.448
sp|P14742|GFA1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P14743|NMT_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P14747|PP2B2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P14832|CYPH_YEAST,ProtoWT_M_vs_AuxoWT_M,25.385,19.043,33.839
sp|P14843|AROF_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P14907|NSP1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P15019|TAL1_YEAST,ProtoWT_M_vs_AuxoWT_M,5.4363,3.1423,7.2147
sp|P15108|HSC82_YEAST,ProtoWT_M_vs_AuxoWT_M,26.33,35.983,26.33
sp|P15180|SYKC_YEAST,ProtoWT_M_vs_AuxoWT_M,18.466,NA,NA
sp|P15303|SEC23_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P15454|KGUA_YEAST,ProtoWT_M_vs_AuxoWT_M,18.266,NA,18.266
sp|P15496|IDI1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P15565|TRM1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P15624|SYFB_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P15625|SYFA_YEAST,ProtoWT_M_vs_AuxoWT_M,9.5624,NA,NA
sp|P15646|FBRL_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P15705|STI1_YEAST,ProtoWT_M_vs_AuxoWT_M,4.8001,NA,4.4372
sp|P15731|UBC4_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P15873|PCNA_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P15891|ABP1_YEAST,ProtoWT_M_vs_AuxoWT_M,4.7532,NA,4.7532
sp|P16120|THRC_YEAST,ProtoWT_M_vs_AuxoWT_M,9.4247,NA,7.9571
sp|P16140|VATB_YEAST,ProtoWT_M_vs_AuxoWT_M,3.0939,NA,2.6607
sp|P16387|ODPA_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P16451|ODPX_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P16474|GRP78_YEAST,ProtoWT_M_vs_AuxoWT_M,4.0164,5.3995,NA
sp|P16521|EF3A_YEAST;sp|P53978|EF3B_YEAST,ProtoWT_M_vs_AuxoWT_M,32.57,38.157,31.117
sp|P16550|APA1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P16603|NCPR_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P16622|HEMH_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P16649|TUP1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P16861|PFKA1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P16862|PFKA2_YEAST,ProtoWT_M_vs_AuxoWT_M,16.27,16.27,NA
sp|P17076|RL8A_YEAST,ProtoWT_M_vs_AuxoWT_M,7.0286,7.0286,2.5823
sp|P17106|CBF1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P17157|PHO85_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P17255|VATA_YEAST,ProtoWT_M_vs_AuxoWT_M,6.4746,8.3291,5.6688
sp|P17423|KHSE_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P17505|MDHM_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P17536|TPM1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P17555|CAP_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P17695|GLRX2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P17709|HXKG_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P17967|PDI_YEAST,ProtoWT_M_vs_AuxoWT_M,13.605,17.286,3.7917
sp|P18239|ADT2_YEAST;sp|P18238|ADT3_YEAST,ProtoWT_M_vs_AuxoWT_M,18.371,28.193,8.1423
sp|P18562|UPP_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P18899|DDR48_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P19097|FAS2_YEAST,ProtoWT_M_vs_AuxoWT_M,4.6545,3.2451,6.6759
sp|P19146|ARF2_YEAST;sp|P11076|ARF1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P19262|ODO2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P19358|METK2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P19414|ACON_YEAST,ProtoWT_M_vs_AuxoWT_M,18.678,NA,7.2072
sp|P19735|PRP6_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P19882|HSP60_YEAST,ProtoWT_M_vs_AuxoWT_M,6.7619,7.4182,14.173
sp|P20081|FKBP_YEAST,ProtoWT_M_vs_AuxoWT_M,17.38,17.38,NA
sp|P20424|SRP54_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P20435|RPAB2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P20436|RPAB3_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P20447|DBP3_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P20449|DBP5_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P20459|IF2A_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P20606|SAR1_YEAST,ProtoWT_M_vs_AuxoWT_M,3.0736,NA,NA
sp|P21147|ACO1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P21242|PSA7_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P21243|PSA1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P21304|PWP1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P21306|ATP5E_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P21524|RIR1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P21576|VPS1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P21954|IDHP_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P21965|MCK1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P22137|CLH_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P22138|RPA2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P22139|RPAB5_YEAST,ProtoWT_M_vs_AuxoWT_M,2.795,NA,NA
