Protein IDs,Gene names,comparison,condition,term,estimate,std.error,statistic,p.value,qvalue,df
Q05911,ADE13,genotype (per nutrient),C,genotypeWT,-0.37319010714547257,0.28667969362610324,-1.3017667991238997,0.2077911502384877,0.30381427142819745,NA
Q05911,ADE13,genotype (per nutrient),P,genotypeWT,-0.0288328105928663,0.28441119060758924,-0.10137720154847144,0.9202604973047634,0.6720381885599565,NA
Q05911,ADE13,genotype (per nutrient),C,samplingTime,0.04105543855453951,0.01174285779915613,3.496205034305178,0.00227502318117033,0.00616251147602348,NA
Q05911,ADE13,genotype (per nutrient),P,samplingTime,0.01269905302482563,0.01164993629492811,1.090053430622987,0.2886494088047195,0.3873240745779493,NA
Q05911,ADE13,genotype (per nutrient),C,samplingTime:genotypeWT,-0.02224941418451592,0.01660690876058527,-1.339768556886549,0.1953460073832076,0.28941219290701437,NA
Q05911,ADE13,genotype (per nutrient),P,samplingTime:genotypeWT,-0.01037570828322527,0.0164754979090699,-0.6297659919287392,0.5359766703876836,0.5682477447537185,NA
P54113,ADE16,genotype (per nutrient),C,genotypeWT,0.0381354649449472,0.09927043834848548,0.3841573138931246,0.7049157785659377,0.6341573923073662,NA
P54113,ADE16,genotype (per nutrient),P,genotypeWT,0.09813310500704532,0.03961737104574716,2.477022134904625,0.02229960542362349,0.04710899729444778,NA
P54113,ADE16,genotype (per nutrient),C,samplingTime,0.00408600573486347,0.00406627559294984,1.0048521408504243,0.32697148010736854,0.4225654583554428,NA
P54113,ADE16,genotype (per nutrient),P,samplingTime,-0.00494325991578663,0.00162279074838614,-3.046147459678756,0.00637658977880079,0.01554961194876949,NA
P54113,ADE16,genotype (per nutrient),C,samplingTime:genotypeWT,0.00147103890766441,0.00575058209189635,0.25580695730565906,0.8007124345617905,0.6555703055373604,NA
P54113,ADE16,genotype (per nutrient),P,samplingTime:genotypeWT,0.00455391429060828,0.00229497268526126,1.9842999961848535,0.06111471715475088,0.11178213162720092,NA
P38009,ADE17,genotype (per nutrient),C,genotypeWT,-0.5149559098865258,0.38678872732099745,-1.331362248980855,0.1980471365944974,0.2925731788608636,NA
P38009,ADE17,genotype (per nutrient),P,genotypeWT,-0.03074651402979297,0.6429440900688612,-0.04782144280461452,0.962332869456136,0.6748178329692731,NA
P38009,ADE17,genotype (per nutrient),C,samplingTime,0.07202398120956427,0.01584348359591481,4.5459687431453135,1.965624215647283e-4,6.596982587785519e-4,NA
P38009,ADE17,genotype (per nutrient),P,samplingTime,0.02443273879250809,0.026336016084674,0.9277310096543606,0.3646087028268614,0.45522150558744745,NA
P38009,ADE17,genotype (per nutrient),C,samplingTime:genotypeWT,-0.03224418030559899,0.02240606937657837,-1.4390824094878791,0.16559490002959698,0.25408116011935195,NA
P38009,ADE17,genotype (per nutrient),P,samplingTime:genotypeWT,-0.02199742029796997,0.03724475112582196,-0.590617996712,0.5613918518503447,0.5806518561366872,NA
P21264,ADE2,genotype (per nutrient),C,genotypeWT,-0.01500647977072847,0.2191668016385682,-0.0684705879655803,0.9460909693412576,0.6740439126337247,NA
P21264,ADE2,genotype (per nutrient),P,genotypeWT,0.06330109673398697,0.3360512673714965,0.18836737986174337,0.8524868491359919,0.6649818545387285,NA
P21264,ADE2,genotype (per nutrient),C,samplingTime,0.03358562994871127,0.00897742199101899,3.7411218924887697,0.00128774082190712,0.00367123952745927,NA
P21264,ADE2,genotype (per nutrient),P,samplingTime,0.01684058363843049,0.01376519625808043,1.2234176195304698,0.23539130397245,0.3334503353395761,NA
P21264,ADE2,genotype (per nutrient),C,samplingTime:genotypeWT,-0.01585548431629437,0.01269599193484552,-1.2488574660147096,0.22613784761495817,0.3236824819514925,NA
P21264,ADE2,genotype (per nutrient),P,samplingTime:genotypeWT,-0.01457415624999024,0.01946692723690472,-0.7486623889136987,0.462775129139705,0.525548188338886,NA
P07245,ADE3,genotype (per nutrient),C,genotypeWT,0.0301571708622597,0.09060561734007906,0.33283996895101764,0.74271873006176925,0.6432342681721812,NA
